hh_mass,h1_mass,h2_mass,hh_pt,h1_pt,h2_pt,"deltaR(h1, h2)",deltaR(h1 jets),deltaR(h2 jets),"deltaPhi(h1, h2)",deltaPhi(h1 jets),deltaPhi(h2 jets),met,met_phi,scalarHT,nJets,nBTags,isMatchable,jet1_pt,jet2_pt,jet3_pt,jet4_pt,jet1_eta,jet2_eta,jet3_eta,jet4_eta,jet1_phi,jet2_phi,jet3_phi,jet4_phi,jet1_mass,jet2_mass,jet3_mass,jet4_mass,jet1_px,jet2_px,jet3_px,jet4_px,jet1_py,jet2_py,jet3_py,jet4_py,jet1_pz,jet2_pz,jet3_pz,jet4_pz,jet1_energy,jet2_energy,jet3_energy,jet4_energy,jet1_btag,jet2_btag,jet3_btag,jet4_btag
357.8633628294124,148.29183646727225,158.2966459273912,159.9893843467976,146.37563519574,44.305394809591306,2.173180002680628,2.3994115802499034,3.0451719726733497,-1.399745226010191,2.2613789439201355,-2.7368863264666956,17.425809860229492,-0.7968741655349731,586.3257446289062,9,4,True,164.9173583984375,32.49931716918945,85.18545532226562,49.35708999633789,-0.7456533312797546,0.05643220245838165,-0.7381112575531006,-2.073223829269409,1.6554977893829346,-0.6058811545372009,2.429152011871338,-1.1171469688415527,18.81804847717285,7.289553642272949,7.630224704742432,7.1284942626953125,-13.952044708136997,26.714458573541478,-64.46568851472279,21.63067974783401,164.32612558440255,-18.507925858564185,55.68425991951812,-44.36480617058122,-134.68749917368714,1.8349816296039405,-68.74315704166736,-193.10055721914517,213.7582196858635,33.35731353613674,109.72877365377741,199.4361124814266,1,1,1,1
398.80733466093403,96.55363983295942,58.55460134776305,79.05746716633668,159.55493212693327,127.97305538491787,3.027527237294394,1.343735504057028,1.1183898026981651,-2.6287968297047364,1.2006080150604248,1.104475885629654,11.377922058105469,-2.572239637374878,793.7777709960938,8,4,False,142.00148010253906,37.6910285949707,115.3932876586914,23.968351364135742,-0.15990591049194336,-0.7633671760559082,1.1261811256408691,0.9503153562545776,-1.20351243019104,-2.404120445251465,1.3713254928588867,0.2668496072292328,18.556884765625,2.269519329071045,8.99423599243164,5.589137077331543,50.990147610636456,-27.89779339696352,22.865258997485874,23.12002562828044,-132.53084621308847,-25.344166195147114,113.10521989572096,6.320307117721676,-22.803768519483206,-31.6490426646423,159.21895920319005,26.36406149965151,145.01306900485437,49.26891774861992,196.8430442954898,36.06638405969299,1,1,1,1
517.1757662913956,110.27188041907789,130.16422714713892,345.1677433883376,311.8586605596256,195.51658915782528,1.9934852408805785,0.6973773436185545,1.152384922419192,-1.7052079061626384,-0.6440601348876953,1.151792589818136,26.960552215576172,1.2850196361541748,801.3845825195312,6,4,True,233.4276580810547,91.9232177734375,118.98892211914062,114.10688781738281,-0.07436054944992065,0.19307486712932587,0.88458251953125,0.9215262532234192,1.2166738510131836,1.860733985900879,-2.6210813522338867,2.5103113651275635,36.86220169067383,5.821998596191406,18.561429977416992,8.157819747924805,80.94510768510395,-26.28015732108647,-103.2306254990814,-92.11529335906937,218.94373957492527,88.08649894848678,-59.1760217160914,67.34355631195442,-17.3738099772318,17.858537201772524,119.52952119247604,120.68012135553609,236.95810335123517,93.8227103875387,169.6767417956393,166.2847664724443,1,1,1,1
703.8072121947577,179.64052568730457,166.13619263382958,218.96673669588913,339.2623750335718,272.49248365458243,2.5180495043285425,2.0533763507037226,2.0905565932664665,-2.441515378483122,-1.8721113801002502,1.4200472831726074,62.5403938293457,-2.918785572052002,688.3772583007812,6,6,True,346.3128356933594,27.083446502685547,268.47320556640625,21.32444953918457,-1.6406606435775757,-0.7971243858337402,-0.8057369589805603,-2.3399770259857178,-0.5445145964622498,1.3275967836380005,2.050755500793457,0.6307082176208496,20.36011505126953,4.047037601470947,33.733421325683594,3.254143714904785,296.22866890363014,6.521944228642306,-123.9656133439759,17.22184003591268,-179.39106969288963,26.28644741957934,238.13943145844976,12.575387625304602,-859.6738986141623,-23.948908666177793,-240.496538704547,-109.65744419440601,927.0309198777297,36.37913982095338,362.0143518568091,111.75901156826572,1,1,1,1
258.15940847545625,36.588619276715065,25.013391933905503,95.05109773310289,138.92170893066125,46.393858279192735,3.514807912345462,0.5496481936022212,0.9973638268811319,-2.869764426301606,-0.448699951171875,0.9874537885189056,36.76530456542969,-2.3316195011138916,401.0674133300781,7,4,False,106.1321792602539,35.44462585449219,31.91108512878418,20.410064697265625,-0.22031499445438385,0.09714601188898087,-2.1094107627868652,-1.9691623449325562,-2.7571041584014893,-2.3084042072296143,0.5995388627052307,-0.3879149258136749,8.097822189331055,5.552298545837402,3.396366834640503,1.8689696788787842,-98.38351255003916,-23.83720131332571,26.3456612016543,18.893592191800618,-39.808591193949034,-26.231838203086706,18.006206983819723,-7.720292419105586,-23.57212952474533,3.4487225437172837,-129.5920833793142,-71.69135977116868,109.01953718977192,36.04224199866856,133.50640709854744,74.56349545485565,1,1,1,1
585.6910514410197,230.08084371979098,213.7438689797252,27.07456216674124,187.64334799588997,161.7093372167042,3.1775506978496018,2.7348637565232945,2.3262484298144774,-3.0969518081078444,-2.4266220966922205,2.036655366420746,28.12492561340332,2.041680097579956,636.3077392578125,6,4,True,219.05068969726562,44.63291549682617,179.16796875,57.548763275146484,0.32785117626190186,1.5891937017440796,1.419243574142456,0.29520323872566223,2.096052646636963,-1.7605105638504028,-0.6100309491157532,-2.646686315536499,22.94877815246582,5.816872596740723,25.236440658569336,9.009235382080078,-109.83963612826875,-8.416797848739515,146.85149377526537,-50.64367123174384,189.52165837195832,-43.83211904209378,-102.64404416221224,-27.332740782253985,73.10949922870732,104.79153648258894,348.66940220004324,17.236403516164657,232.06647744344986,114.04910903174697,392.82106740047686,60.74635859737294,1,1,1,1
350.1914781199601,90.07730254554775,95.00709794664056,86.03903176091264,182.6158143592601,101.19611405288612,2.999498164857004,1.0702196034040983,1.6722030358882662,2.9366403840091824,1.0170350074768066,0.9821413159370422,15.725544929504395,-2.9081573486328125,388.223388671875,6,4,False,153.98463439941406,46.280052185058594,73.54429626464844,39.7838020324707,-1.1416504383087158,-0.8084691166877747,0.09896036237478256,-1.254428505897522,-2.0478134155273438,-3.0648484230041504,1.414563775062561,0.4324224591255188,9.723118782043457,9.170291900634766,8.142101287841797,5.55175256729126,-70.69916505110643,-46.14383178480276,11.443327541921422,36.12183160236741,-136.7950865060497,-3.5482416021986984,72.64856342578761,16.67225797092377,-216.5517902943707,-41.62728068365175,7.28985507332462,-64.06376539106432,265.89562717289664,62.918741094447526,74.35186153307754,75.61573180766405,1,1,1,1
531.4730747049994,116.20748015356367,114.12839392781908,22.73741475956938,246.6758870575229,232.70062556480477,3.067067274071941,1.168663520573894,0.9073278380126231,3.0667149043726223,1.1654942035675049,0.8944841623306274,19.779813766479492,-1.9144103527069092,501.8202209472656,4,4,True,223.93524169921875,47.711727142333984,130.49913024902344,127.58209991455078,-1.0508021116256714,-0.9647923111915588,-0.9978882670402527,-1.1500128507614136,1.8531910181045532,0.6876968145370483,-0.9504013061523438,-1.8448854684829712,16.599271774291992,5.020551681518555,4.96754789352417,8.289250373840332,-62.400962551280564,36.867330172879385,75.86653248983538,-34.53267140822287,215.06536761543268,30.285456457323324,-106.18047016151482,-122.81973304000513,-281.0708653080357,-53.51300177469977,-152.93783417266278,-181.26869825669047,359.75458249108135,71.86971688430634,201.10862897760242,221.82029857080647,1,1,1,1
331.6537406224399,82.3406504037659,99.25009195889166,22.823408727000615,133.77597061533692,143.83814964237513,2.997782850800572,1.497202903926126,1.2315231197117673,2.9937776849330504,-1.3636096268892288,0.9742043654071253,6.360360145568848,-2.792572259902954,355.48095703125,4,4,False,127.25288391113281,22.689701080322266,94.53450012207031,67.60887145996094,1.6289105415344238,1.0106991529464722,1.321941614151001,2.0753173828125,0.19521872699260712,1.558828353881836,-2.2324345111846924,3.0765464305877686,27.50590705871582,4.553035259246826,10.133301734924316,10.769466400146484,124.83574899013495,0.2715432455290588,-58.0829593913933,-67.46589493818874,24.684655917639734,22.688076149823388,-74.58647023198958,4.394601265052312,311.9078983292243,27.041096301884895,164.68286104088278,265.07944634144076,337.9887696758232,35.59176245136134,190.15756687019172,273.7773799628417,1,1,1,1
503.5533278560907,244.7946734828361,124.98482263022193,19.863574976890156,114.52598810655263,95.50984452038651,3.7603552065842925,2.6610070016966936,2.115918402653094,-3.0867027764519204,2.6596174875842493,1.849856823682785,48.62872314453125,2.449976921081543,508.2191467285156,6,4,False,183.19400024414062,85.47760772705078,98.12931823730469,41.976112365722656,0.7775917053222656,0.6916086673736572,-0.15169912576675415,-1.1788994073867798,-0.8718323707580566,2.7517354488372803,2.297802448272705,0.44794562458992004,21.075597763061523,5.535391807556152,13.86717700958252,3.891383409500122,117.87158705849883,-79.06365349793082,-65.22024694169168,37.83469807981387,-140.23669523259926,32.48630662754237,73.31904586519777,18.18047388131297,157.2458194960742,63.943896069969966,-14.943292347278751,-61.77157093765278,242.34370281794514,106.89192593367306,100.22456626052094,74.7854521299763,1,1,1,1
269.5262364346935,93.55657531418292,105.33738952152032,45.33873775759464,97.71406006029024,85.61899231336069,2.6636937958271276,2.346645769583821,2.465461554285175,2.659207817997749,-2.3424521051347256,2.3424002567874354,6.703447341918945,0.40894392132759094,406.2381591796875,8,4,True,110.95215606689453,20.591901779174805,101.79457092285156,26.18454360961914,1.475560188293457,1.3353300094604492,1.3433401584625244,0.5741446614265442,0.050039950758218765,2.3924920558929443,-2.2365317344665527,1.7042533159255981,26.051668167114258,4.778070449829102,15.204052925109863,4.028903961181641,110.81327313595797,-15.079483450225657,-62.872161649892575,-3.4841462669953946,5.549723667724203,14.022681546607016,-80.05764147685862,25.951706087157906,229.93915983866,36.42891560485857,181.74649655763773,15.873394378165173,256.63415122989926,42.11795660110567,208.8661937837055,30.884090406829817,1,1,1,1
274.89748876846664,109.38178064980279,90.47257057065758,26.51130300411161,94.91828480018921,73.27961177513633,3.0521230708498606,2.3889069894854464,2.352678722209409,2.9576741146132814,1.9898061156272888,2.291751950979233,36.06169128417969,2.6554746627807617,252.39572143554688,4,4,True,101.92823791503906,23.034116744995117,87.57433319091797,25.521690368652344,-1.4989625215530396,-0.17701387405395508,-1.7670613527297974,-2.299010753631592,-0.8672252297401428,-2.8570313453674316,2.4994471073150635,0.2076951563358307,16.085018157958984,5.511826038360596,5.5668768882751465,4.818307876586914,65.94195361893443,-22.10779747749717,-70.1306296522495,24.973198207753498,-77.72402741355538,-6.466515670439088,52.449581680056696,5.262703729987017,-216.78505620998345,-4.098684889186967,-248.83336200569588,-125.8724962781954,240.09134530334984,24.036430232463054,263.85279228990703,128.52415371972404,1,1,1,1
478.73729814068867,112.7693980879926,118.7670641443504,22.465815178851877,209.4357640055618,198.3222312873438,3.0811120712164035,1.2663036465833946,1.1293013545322745,3.0457557405917095,-1.1941168308258057,1.022984504699707,31.537580490112305,2.036677837371826,624.6582641601562,6,4,True,188.71475219726562,44.90230941772461,146.3452911376953,77.80697631835938,0.41567379236221313,0.8371117115020752,0.24653951823711395,-0.23181626200675964,-1.4507532119750977,-0.256636381149292,2.328902244567871,1.305917739868164,12.668177604675293,7.860965251922607,16.393651962280273,6.616322040557861,22.599537403217045,43.43172423935159,-100.61931142223419,20.369251053782907,-187.3566614936228,-11.39748747057876,106.26710877356292,75.09340300794538,80.72235382565727,42.13468963293739,36.44650975760243,-18.198904063170634,205.64493387354224,62.0753110036589,151.70380396136474,80.18043021991461,1,1,1,1
357.07415747191595,107.54268360876216,69.8879036923589,50.30611700257322,76.90500266478418,71.98942203892544,3.5018528351145237,2.262120763574065,1.8598408764991456,2.45534403474441,2.179402619600296,1.6314747333526611,18.63837432861328,3.0498828887939453,343.8668212890625,6,4,True,91.40592956542969,35.21964645385742,69.63056182861328,22.981239318847656,-0.04612411931157112,-0.6522549390792847,2.0490598678588867,1.1561442613601685,1.7656614780426025,-0.4137411415576935,-0.7505731582641602,-2.3820478916168213,8.208331108093262,6.384275913238525,7.010204315185547,3.002225637435913,-17.699317716323016,32.24792377957824,50.92069490891395,-16.664835554150958,89.67596172942305,-14.15962246111189,-47.49208324091124,-15.82468377514242,-4.21751304369096,-24.636058325743114,265.70137028109826,32.89718645589213,91.87060506807434,43.45247800874521,274.76312757421124,40.24146612788803,1,1,1,1
802.7864259467439,115.19952852594555,117.54671455051276,320.2781029578091,440.0287935196047,263.080453014337,2.6121367713972523,0.6406222160744356,0.860511651105259,-2.3353073650502267,-0.22750556468963623,0.7396049499511719,2.6952192783355713,2.5560946464538574,1028.1715087890625,7,4,True,357.29168701171875,84.5015869140625,182.54757690429688,97.68257141113281,1.1732455492019653,1.7721095085144043,-0.01799245923757553,0.4218538999557495,-0.9212701320648193,-0.6937645673751831,1.7103097438812256,0.9707047939300537,14.479618072509766,8.736982345581055,18.575515747070312,12.84135627746582,216.09328120974965,64.96856077951473,-25.385298967595528,55.16310796051807,-284.53654145589815,-54.033362853272045,180.77390417301933,80.61585624197816,522.20064755295,241.39048648089212,-3.284657052574618,42.44092279041528,632.8985110204685,255.9027549968613,183.51963543679153,107.27542643046385,1,1,1,1
420.5991834956545,107.45576701481576,81.47436210776108,26.86690277753752,106.60645217490097,115.82384469257472,3.574802574755821,1.9173402767759689,1.5909703876966752,-2.9139925265778035,-1.8751576393842697,-1.0275588671313685,6.670001983642578,-0.7195767164230347,333.40753173828125,5,4,True,111.6829833984375,36.942413330078125,102.06609344482422,23.275123596191406,0.070949025452137,0.47092097997665405,-1.9018516540527344,-0.6872284412384033,-0.12034384906291962,1.75481379032135,2.9577083587646484,-2.2979180812835693,9.90557861328125,2.2682247161865234,15.338894844055176,3.1664023399353027,110.87522664234055,-6.759747696865337,-100.34534779544195,-15.471488588089418,-13.407941593894465,36.31869647612725,18.662759895025825,-17.38862902262869,7.930448260899809,18.04713576068975,-334.2151141570769,-17.28444821680012,112.40151813057675,41.177492094325274,349.7892389098792,29.163498287338207,1,1,1,1
