hh_mass,h1_mass,h2_mass,hh_pt,h1_pt,h2_pt,"deltaR(h1, h2)",deltaR(h1 jets),deltaR(h2 jets),deltaPhi(h1 jets),deltaPhi(h2 jets),met,met_phi,scalarHT,nJets,nBTags,jet1_pt,jet2_pt,jet3_pt,jet4_pt,jet1_eta,jet2_eta,jet3_eta,jet4_eta,jet1_phi,jet2_phi,jet3_phi,jet4_phi,jet1_mass,jet2_mass,jet3_mass,jet4_mass,jet1_px,jet2_px,jet3_px,jet4_px,jet1_py,jet2_py,jet3_py,jet4_py,jet1_pz,jet2_pz,jet3_pz,jet4_pz,jet1_energy,jet2_energy,jet3_energy,jet4_energy,jet1_btag,jet2_btag,jet3_btag,jet4_btag
389.5602103057666,124.32560775065144,111.57092015132609,136.9328908068624,171.98862619748027,109.2038106765525,2.559583973129882,2.308069581904207,1.8907894985023552,2.1441291014300745,-1.0614264647113245,35.4895133972168,-0.32631543278694153,431.528076171875,6,4,182.5891571044922,21.25616455078125,88.28043365478516,34.31589126586914,0.6267918348312378,-0.22754743695259094,0.02602277509868145,-1.5387324094772339,-1.342947006225586,2.796109199523926,2.3367834091186523,-2.8849754333496094,18.985170364379883,2.6625289916992188,10.698049545288086,5.453402996063232,41.24377810492327,-20.000176900443236,-61.200298059606325,-33.1921863186556,-177.8700398036746,7.19843422980764,63.62356861802291,-8.709716456843225,122.08763364328259,-4.878633672614018,2.2975611623855685,-76.25039433775153,220.46457147240199,21.9707682740748,88.95595549284637,83.7940489191866,1,1,1,1
647.207817304337,44.270178625933234,50.02795445104149,20.930002174952865,157.92858118207116,140.62496338409116,4.146202128142756,0.5359458652091342,0.6719765691919404,-0.5023549273610115,0.22188979784120733,27.656333923339844,2.9796676635742188,349.95416259765625,5,4,108.23385620117188,54.22087097167969,92.11923217773438,49.295204162597656,1.5445408821105957,1.7312960624694824,-0.8930764198303223,-1.5273613929748535,-0.018328465521335602,0.4840264618396759,-2.995662212371826,3.0656332969665527,11.098498344421387,6.347290992736816,12.967501640319824,5.807547092437744,108.21567706711583,47.99243284721657,-91.14010016245892,-49.15306020523924,-1.9836494351700937,25.23151280309893,-13.395337972305487,3.7408322459462444,242.03308826277114,148.31887461972156,-93.650176582778,-108.1758498435671,265.3634490801087,158.04644735119703,132.0017598738461,119.0199951522476,1,1,1,1
322.20842760243113,26.864315387261684,97.0507532217058,38.70971460276627,135.58318645917655,144.74033008910249,2.9253842983026814,0.5000247688999322,1.2472252098169907,0.45205581188201904,0.019099831581115723,20.24057960510254,-2.0267081260681152,464.5914306640625,5,4,116.2886962890625,21.100351333618164,76.40357208251953,68.34333801269531,0.5894684791564941,0.803174614906311,0.6565893888473511,-0.5904895663261414,-1.1115165948867798,-1.5635724067687988,1.7017651796340942,1.6826653480529785,8.995216369628906,1.785691261291504,5.160926342010498,7.996330738067627,51.551080699405254,0.15242592482354905,-9.977906096849342,-7.6295654752896525,-104.23793437771695,-21.099800774878503,75.7492390515655,67.91613638433647,72.58785851576187,18.82903156051897,53.84876494846782,-42.74246461332302,137.37893581641444,28.33630090872473,93.61533247364854,81.00414456810996,1,1,1,1
419.2589684892415,52.99052296870973,68.47015160267686,41.05968940198145,164.30169855679068,125.24671207895143,3.489830163865413,0.8563698791805903,1.418454909205627,0.779506266117096,-1.1321959495544434,29.489864349365234,-1.9248656034469604,261.38531494140625,4,4,146.6676025390625,23.611141204833984,115.31448364257812,20.220552444458008,1.3155517578125,0.9609543085098267,-0.47990867495536804,0.37457752227783203,1.6910041570663452,0.9114978909492493,-1.7868387699127197,-0.6546428203582764,12.54401969909668,4.552761554718018,7.526090621948242,4.346147060394287,-17.588164819033445,14.46329899723458,-24.71947629240433,16.04026577139637,145.60921019240138,18.66276965273918,-112.63382098456786,-12.31180795586281,253.62352032439867,26.346047609370643,-57.489281435971826,7.752530876096752,293.2467018169316,35.66970495257779,129.07009590849682,22.087586341981417,1,1,1,1
500.859411640123,50.13131970774567,102.61324403923778,26.595028197443394,185.25623085281956,187.00817645792293,3.293268037744383,0.6396055186828419,1.0843992103999383,0.4506678581237793,0.6229346394538879,12.241610527038574,-1.1149344444274902,509.0576477050781,4,4,156.5380401611328,31.343944549560547,132.71255493164062,62.4413948059082,-1.472413182258606,-1.9262784719467163,-0.48201003670692444,0.40561267733573914,2.5308969020843506,2.0802290439605713,-0.345706582069397,-0.9686412215232849,18.01367950439453,4.3682146072387695,13.892227172851562,7.220613479614258,-128.2436713873984,-15.285879928569527,124.8607830404557,35.36804522488379,89.76479692267678,27.36393127339859,-44.97118071618733,-51.45900467632342,-323.28016979744694,-105.28789874784441,-66.47473498462772,26.027230416549465,359.63692642864356,109.94119237809439,149.0788603510985,68.03294619142585,1,1,1,1
233.8942786537372,43.30407550732618,32.94128257478881,35.048130918932294,92.86532789296574,64.57032773633006,3.3897709328211034,0.9266227714550987,0.9291169096595707,-0.8518121242523193,0.23138153553009033,39.85170364379883,-1.7098921537399292,417.4407958984375,7,4,68.98177337646484,31.571239471435547,35.41686248779297,29.584470748901367,-0.441312700510025,-0.8060672283172607,1.5194393396377563,0.6195944547653198,-2.095531463623047,-1.2437193393707275,1.1421271562576294,0.9107456207275391,5.216069221496582,4.356999397277832,3.2585794925689697,5.627047538757324,-34.558750587962166,10.143092719820054,14.72139980936363,18.139922626505665,-59.70073547252981,-29.897505445101324,32.21233515490774,23.37058229049906,-31.440348756947582,-28.29530983568165,77.04633678795649,19.525923358741547,75.9880777901632,42.618671544381016,84.85935718134945,35.89103309334358,1,1,1,1
510.9106465365763,169.2680074308865,57.272300421667886,163.22955106724763,276.241353226517,131.31288126649892,2.974355963806737,1.90806742280191,0.8227870728255573,0.2634408548474312,0.31931591033935547,82.57674407958984,-2.908538579940796,489.7200012207031,6,4,254.74630737304688,22.200469970703125,82.5123291015625,50.39152908325195,0.8514438271522522,-1.0383498668670654,1.5004960298538208,2.258794069290161,0.09478870779275894,-0.16865214705467224,-2.5500733852386475,-2.869389295578003,32.832088470458984,3.075803279876709,11.5964937210083,5.21734094619751,253.6027290653831,21.885487582802373,-68.49302716599392,-48.53615594337016,24.110929695736953,-3.726432634986772,-46.01075617073662,-13.547980277114396,244.07614027186534,-27.423284476786453,175.7881095477294,238.52989504905509,354.3258237887075,35.41691635689573,194.53591590950614,243.8504412175839,1,1,1,1
635.3024833803195,191.0853651622445,169.9205490828723,105.40356896939365,250.61907998417828,185.7854689207472,3.0352795491105278,3.0155608274416656,1.630859955416664,2.988400585949421,-0.053596705198287964,44.479434967041016,-0.038340646773576736,770.5091552734375,6,4,279.32476806640625,29.08561134338379,104.14444732666016,81.70677947998047,-0.02766655944287777,-0.4314846396446228,-1.8413840532302856,-0.21140503883361816,3.0704824924468994,0.08208190649747849,-0.49994170665740967,-0.4463450014591217,49.943458557128906,2.970909595489502,16.665733337402344,9.185798645019531,-278.6188411157044,28.987685071392352,91.39826129420062,73.7020384143943,19.846093587744342,2.3847225038047246,-49.924179926890346,-35.270488323147795,-7.7289412164095745,-12.943059997658915,-320.0703205583027,-17.402175460271298,283.8598450650004,31.973768829244165,336.99973691227643,84.04292010923388,1,1,1,1
228.78030156498048,126.80228692128497,61.71289940540801,95.42275187990482,98.68790383834194,53.543260507919534,1.9580664304116941,2.3167125795166337,1.8021445876020032,1.8466886281967163,1.801946371793747,45.41128158569336,-0.009472704492509365,366.03875732421875,4,4,102.48271179199219,31.910295486450195,52.509498596191406,27.978092193603516,0.6181024312973022,2.0169942378997803,1.457489013671875,1.4307609796524048,3.1367812156677246,1.2900925874710083,1.44558846950531,-0.3563579022884369,9.532115936279297,5.551192760467529,9.864118576049805,4.05934476852417,-102.48152556022858,8.840170189611667,6.55743691980695,26.220330242526604,0.4930873033774557,30.66134943297938,52.09844012891538,-9.76052891838464,67.45605524210549,117.79120360353193,106.65573760158195,55.155359409443406,123.06050072744378,122.16321191531084,119.28954120727978,61.97875115173264,1,1,1,1
724.349405776111,277.38043685947554,304.1368564968268,93.32788483557003,120.16861864787667,69.66576317362495,3.6469743296471004,2.916624547082174,3.4404262256296385,-2.387673083935873,2.304814711213112,48.27592849731445,-0.1853453516960144,494.64532470703125,6,4,160.3422393798828,67.95823669433594,93.39476776123047,69.24344635009766,0.3497377932071686,-1.3252893686294556,-0.14039981365203857,2.4138832092285156,2.613391399383545,-1.2821208238601685,-0.18714462220668793,-2.4919593334198,12.54324722290039,15.682832717895508,5.154128074645996,3.7472221851348877,-138.48999731735753,19.34653998070891,91.76404791927853,-55.138947877705206,80.80937057293505,-65.1462456737011,-17.376482804138732,-41.88497689361378,57.2279587271448,-118.84360135061424,-13.155729992524703,383.8792096639397,170.7102985772277,137.79722333430598,94.4575085052546,390.0922251836796,1,1,1,1
